username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
jeng1721;2017-07-24 07:59;3;4;"Simple lng nman if may isip sila..if hndi b lumusob ang Maute s Marawi may gnyan b ngayon?..may ML b?.masisira b ang Marawi gaya ngayon?";;;;"889273717418631168";https://twitter.com/jeng1721/status/889273717418631168
cnntoday;2017-07-24 07:58;0;0;"@mariaressa Executive Editor of @rapplerdotcom discusses #Duterte #Philippines #Marawi on @cnntoday w/ @holmescnn http:// snpy.tv/2eGkNK2";;@mariaressa @rapplerdotcom @cnntoday @holmescnn;#Duterte #Philippines #Marawi;"889273488183365633";https://twitter.com/cnntoday/status/889273488183365633
dzbb;2017-07-24 07:58;0;0;"Mga residente ng Marawi City, nakatutok sa magiging laman ng ikalawang SONA ni Pang. Rodrigo Duterte. | via @Benjielite pic.twitter.com/2nxwp4D1Qk";;@Benjielite;;"889273427042877441";https://twitter.com/dzbb/status/889273427042877441
GeeeeLowW;2017-07-24 07:57;0;2;"Catch us @Room14Music at Circuit Makati and bring your used books for the children in Marawi . Si yu durrr! https:// twitter.com/indiemanilaliv e/status/888626222757945344 …";;@Room14Music;;"889273335401504768";https://twitter.com/GeeeeLowW/status/889273335401504768
PhilDefNews;2017-07-24 07:57;0;0;"A comparison of pictures taken of the Mapandi Bridge in Marawi in May and then in July 2017 https://www. facebook.com/chiarazambrano /posts/10156856590279815:0 …";;;;"889273324680781824";https://twitter.com/PhilDefNews/status/889273324680781824
anawalINQ;2017-07-24 07:57;2;0;"LOOK: Drone shot of Marawi released by Lanao Sur crisis management committee @inquirerdotnet @InqNational https://www. facebook.com/PCMClanaodelsu r/videos/733635100152245/ …";;@inquirerdotnet @InqNational;;"889273297095053312";https://twitter.com/anawalINQ/status/889273297095053312
dzrhnews;2017-07-24 07:57;0;0;"Isa sa lider ng Maute group, buhay pa! Isnilon Hapilon nakalabas na raw ng Marawi City! #PangunahingBalita";;;#PangunahingBalita;"889273274273746944";https://twitter.com/dzrhnews/status/889273274273746944
jeng1721;2017-07-24 07:55;3;2;"Ang gsto yta nila hayaan n lng n Maute ang mag hari s Marawi ..pinalalabas nila now n tama ang ginawa ng Maute..katwiran ng demonyong bugok!";;;;"889272773838753792";https://twitter.com/jeng1721/status/889272773838753792
PhilDefNews;2017-07-24 07:55;0;0;"Malaysia to send more aid to help Philippine military in Marawi battle https://www. themalaysianinsight.com/s/8350/";;;;"889272713910419457";https://twitter.com/PhilDefNews/status/889272713910419457
josephbacera;2017-07-24 07:54;0;0;"Sa marawi my airstrike pati sa naga igwa man strike hahaha";;;;"889272502194536449";https://twitter.com/josephbacera/status/889272502194536449
kuyawilsavedme;2017-07-24 07:53;0;0;"Sana may plano din sa aftermath ng airstrikes sa marawi #SONA2017";;;#SONA2017;"889272375501508608";https://twitter.com/kuyawilsavedme/status/889272375501508608
venzie;2017-07-24 07:53;0;0;"Yep katangahan talaga yung pambobomba sa Marawi";;;;"889272347668000768";https://twitter.com/venzie/status/889272347668000768
RahelBanisil;2017-07-24 07:53;0;0;"LOOK: Military shares Maute tunnel in cleared house in Marawi http:// todaynewsfiles.blogspot.com/2017/07/look-m ilitary-shares-maute-tunnel-in.html …";;;;"889272286439538688";https://twitter.com/RahelBanisil/status/889272286439538688
xyzprobe;2017-07-24 07:53;0;0;"gagamitin lang nila iyan pang PR sa yellow agenda Babalik ka ba dun sa Marawi , Sen. @bamaquino ? #MarawiClash";;@bamaquino;#MarawiClash;"889272274465017857";https://twitter.com/xyzprobe/status/889272274465017857
TheAlterFan3;2017-07-24 07:52;0;1;"Nasa Marawi daw halaman ang kamunduhan pa tutusok nga ako";;;;"889272054356131840";https://twitter.com/TheAlterFan3/status/889272054356131840
JesusCasiqueM;2017-07-24 07:52;0;0;"TheEconomist: For young South-East Asian extremists, Marawi has put the Philippines on the map http:// econ.st/2uixTSW For young South-Ea…";;;;"889271983619354629";https://twitter.com/JesusCasiqueM/status/889271983619354629
PHLNewsOnline;2017-07-24 07:51;0;0;"[News5] Marawi standoff enters 3rd month, but can Duterte address roots of terrorism? https:// goo.gl/fb/KQztBY";;;;"889271749136789507";https://twitter.com/PHLNewsOnline/status/889271749136789507
fuckedup016;2017-07-24 07:51;0;0;"Sino nag sabi dika masungit tatapon ko sa marawi";;;;"889271672716402689";https://twitter.com/fuckedup016/status/889271672716402689
slammingpicks;2017-07-24 07:48;0;0;"RT TheEconomist "For young South-East Asian extremists, Marawi has put the Philippines on the map http:// econ.st/2uixTSW "";;;;"889270953745813506";https://twitter.com/slammingpicks/status/889270953745813506
CESuerteFelipe;2017-07-24 07:47;0;0;"CPNP: Let us pray for our policemen in Marawi and other areas attacked by NPA";;;;"889270695259242496";https://twitter.com/CESuerteFelipe/status/889270695259242496
pbrown4348;2017-07-24 07:45;0;0;"#Marawi standoff enters third month, underlining #crisis in #Philippines . http://www. reuters.com/article/us-phi lippines-militants-idUSKBN1A806M?utm_campaign=trueAnthem:+Trending+Content&utm_content=5974d03604d3012b9d95f9e6&utm_medium=trueAnthem&utm_source=twitter …";;;#Marawi #crisis #Philippines;"889270203036479488";https://twitter.com/pbrown4348/status/889270203036479488
QarlosCuiapo;2017-07-24 07:43;0;7;"Sorry but you can't use the SAF44 argument anymore against Aquino. Duterte is literally bombing our own soldiers in Marawi .";;;;"889269788769370112";https://twitter.com/QarlosCuiapo/status/889269788769370112
Parmigiani_S;2017-07-24 07:43;0;0;"Duterte says he can wait a year for Marawi standoff to end, wants to minimize civilian deaths http:// ift.tt/2uqyRLC";;;;"889269746142760960";https://twitter.com/Parmigiani_S/status/889269746142760960
cnnphilippines;2017-07-24 07:37;10;6;"Young Marawi evacuees get letters of hope http://www. cnn.ph pic.twitter.com/xwm4IznWQq";;;;"889268365105037313";https://twitter.com/cnnphilippines/status/889268365105037313
ConciergeWM;2017-07-24 07:37;0;0;"RT TheEconomist "For young South-East Asian extremists, Marawi has put the Philippines on the map http:// econ.st/2uixTSW "";;;;"889268273451335680";https://twitter.com/ConciergeWM/status/889268273451335680
ukgdos;2017-07-24 07:37;1;0;"#UKGShowbiz Miss Universe-Philippines Rachel Peters, nais talakayin ng Pangulo ang gulo sa Marawi";;;#UKGShowbiz;"889268266488561664";https://twitter.com/ukgdos/status/889268266488561664
JamesRoy;2017-07-24 07:36;0;0;"TheEconomist: For young South-East Asian extremists, Marawi has put the Philippines on the map http:// econ.st/2uixTSW";;;;"889268072988782592";https://twitter.com/JamesRoy/status/889268072988782592
jiei_yushi_bud;2017-07-24 07:36;0;0;"TheEconomist: For young South-East Asian extremists, Marawi has put the Philippines on the map http:// econ.st/2uixTSW";;;;"889268025085616128";https://twitter.com/jiei_yushi_bud/status/889268025085616128
EShamgar;2017-07-24 07:35;0;1;"Marawi is still part of Mindanao. And listen to Sam ... https:// twitter.com/rapplerdotcom/ status/888681539726213120 …";;;;"889267866070953984";https://twitter.com/EShamgar/status/889267866070953984
DwightLavallee1;2017-07-24 07:35;0;0;"(1/2) ------Original Message------ Fr: 21212 Sent: Jul 23 11:35am Message: 1/2: @Reuters : Marawi standoff enters third month, underlining";;@Reuters;;"889267654070063105";https://twitter.com/DwightLavallee1/status/889267654070063105
EShamgar;2017-07-24 07:34;0;1;"People of Marawi ... https:// twitter.com/gmanews/status /888598514061631489 …";;;;"889267523799011328";https://twitter.com/EShamgar/status/889267523799011328
bastianfriborg;2017-07-24 07:34;0;0;"TheEconomist writes: For young South-East Asian extremists, Marawi has put the Philippines on the map http:// econ.st/2uixTSW";;;;"889267472813174786";https://twitter.com/bastianfriborg/status/889267472813174786
TheEconomist;2017-07-24 07:32;34;58;"For young South-East Asian extremists, Marawi has put the Philippines on the map http:// econ.st/2uixTSW";;;;"889267057463877632";https://twitter.com/TheEconomist/status/889267057463877632
i3ryok;2017-07-24 07:31;0;0;"Marawi standoff enters 3rd month, but can Duterte address roots of terrorism? | News5 - http://www. newsportal.ph/marawi-standof f-enters-3rd-month-but-can-duterte-address-roots-of-terrorism-news5/ … pic.twitter.com/D4exg1OiBh";;;;"889266866404827136";https://twitter.com/i3ryok/status/889266866404827136
nerowattz;2017-07-24 07:31;0;0;"Duterte prepared to wait a year for end of Marawi crisis http:// inq.ph/inqmobileapp InquirerMobile http:// ift.tt/2gVs21p";;;;"889266826798084096";https://twitter.com/nerowattz/status/889266826798084096
MaculaDensa_;2017-07-24 07:31;0;2;"Malaki ang posibilidad na sasabihin nyang nagluluto ng shabu ang mga terrorista sa loob ng Marawi .";;;;"889266771005276160";https://twitter.com/MaculaDensa_/status/889266771005276160
PhilippineStar;2017-07-24 07:30;2;0;"Marawi siege enters 3rd month http:// bit.ly/2tC5zfP pic.twitter.com/0TpK9QLC1C";;;;"889266377172729856";https://twitter.com/PhilippineStar/status/889266377172729856
sherienity;2017-07-24 07:29;0;0;"Love love. We're praying na maging lawyer ka na asap. We need you. Marawi needs you.";;;;"889266326044237824";https://twitter.com/sherienity/status/889266326044237824
iamerrolpot;2017-07-24 07:29;0;0;"Tama lang 'to! Nadadamay kaming hindi naninigarilyo. Ang mag violate dapat ipatapon sa marawi ! Bwahahaha. http:// fb.me/6SsSqnOJZ";;;;"889266226056318976";https://twitter.com/iamerrolpot/status/889266226056318976
cnnphilippines;2017-07-24 07:28;7;5;"WesMinCom: Terrorists plan suicide bombing in Marawi City | http:// cnn.ph/1LXc9jG pic.twitter.com/r24v1p5S82";;;;"889265972602847232";https://twitter.com/cnnphilippines/status/889265972602847232
Ardnazkela;2017-07-24 07:27;0;1;"Yung mga nagcacause ng traffic dito. Sila nalang ipadala sa marawi . No to martial law daw.";;;;"889265778473656320";https://twitter.com/Ardnazkela/status/889265778473656320
tjrcuenca;2017-07-24 07:27;0;0;"I want to hear about the end of the crisis in Marawi and a logical, feasible proposal to ease the traffic situation. https:// twitter.com/cnnphilippines /status/889228870041255937 …";;;;"889265691571900417";https://twitter.com/tjrcuenca/status/889265691571900417
dzbb;2017-07-24 07:27;0;0;"Isang sundalo, ikinuwento ang karanasan niya sa pakikipagbakbakan sa Maute sa lungsod ng Marawi . #SuperBalitaSaUmagaNationwide";;;#SuperBalitaSaUmagaNationwide;"889265630221938688";https://twitter.com/dzbb/status/889265630221938688
KatherineImson;2017-07-24 07:26;0;1;"PNP Chief Dela Rosa : pls continue to pray for our comrades in Marawi , while we are relaxing here in NHQ please pray for them @News5AKSYON";;@News5AKSYON;;"889265615411621889";https://twitter.com/KatherineImson/status/889265615411621889
japantimes;2017-07-24 07:25;4;1;"Duterte says he can wait a year for Marawi standoff to end, wants to minimize civilian deaths http:// jtim.es/3fll30dQJKQ";;;;"889265138955677696";https://twitter.com/japantimes/status/889265138955677696
cnnphilippines;2017-07-24 07:24;1;1;"JUST IN: Capt. Jo-an Petinglay is the new Joint Task Force Marawi Spokesperson replacing Lt Col. Jo-ar Herrera | @gergcahiles";;@gergcahiles;;"889264906645643265";https://twitter.com/cnnphilippines/status/889264906645643265
AksyonTV;2017-07-24 07:19;1;0;"#Marawi standoff enters 3rd month, but can Duterte address roots of terrorism?: ... https:// goo.gl/fb/e8fCnE";;;#Marawi;"889263693833400320";https://twitter.com/AksyonTV/status/889263693833400320
AlvinLabios1;2017-07-24 07:18;0;1;"MOCHA USON HINAMON ANG DUWAG NA SI CONG ALEJANO NA PUMUNTA SA MARAWI : http:// youtu.be/fm6ens_fZGE?a via @YouTube";;@YouTube;;"889263430561132544";https://twitter.com/AlvinLabios1/status/889263430561132544
xandeechan;2017-07-24 07:17;0;2;"Wag isisi sa Marawi , 60 days out of 365 days lang nangyari yun....kaloka....";;;;"889263314269646848";https://twitter.com/xandeechan/status/889263314269646848
Crush_ella86;2017-07-24 07:16;0;0;"Ouchhh mula hapon til now bomb n bomb prin cla sa Marawi ! Sana mtpos n ang gulo yaraab!";;;;"889263025894547458";https://twitter.com/Crush_ella86/status/889263025894547458
PinoyTambayanKo;2017-07-24 07:16;0;0;"Evacuees allowed to push through with ‘symbolic march’ to Marawi http://www. pinoytambayan.org.ph/2017/07/evacue es-allowed-to-push-through-with.html … pic.twitter.com/urkAvXFNdx";;;;"889262983695790080";https://twitter.com/PinoyTambayanKo/status/889262983695790080
