PIA_LanaoNorte,2017-08-21 23:57,marawi rehabilitation needs comprehensive plan multilateral coordination,,en,0.105365,0.07213,0.20956,0.156498,0.050164,"['sadness', 0.20956]"
PIA_LanaoNorte,2017-08-21 23:55,tfbm memberagencies to fast track marawi recovery,,en,0.096394,0.250627,0.320417,0.109962,0.030374,"['sadness', 0.320417]"
loidita,2017-08-21 23:51,so was the marawi crisis created to keep the afp busy hmmeantime china inching ever closer  pnp on murderous rampage,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",en,0.052468,0.354531,0.329588,0.261656,0.131292,"['joy', 0.354531]"
maramagutlapig,2017-08-21 23:48,i hope after he finishes his work in marawi he finishes you,,en,0.07212,0.513046,0.310383,0.08929,0.039276,"['joy', 0.513046]"
kajong28,2017-08-21 23:26,from comment section if ninoy were alive today he would assist the maute escape from marawi and build a new,"(['Pilipinas'], Location((12.7503486, 122.7312101, 0.0)))",en,0.030754,0.651733,0.064072,0.039543,0.024444,"['joy', 0.651733]"
VidSocial,2017-08-21 23:25,maute terrorists holed up in marawi grand mosque  abscbnnews,,en,0.204323,0.098234,0.385582,0.464252,0.172966,"['fear', 0.464252]"
softboyhoweII,2017-08-21 23:07,i dont want j laamna to attack me here i am done with his shit since the marawi martial law issue,,en,0.710582,0.001312,0.161806,0.270956,0.196901,"['anger', 0.710582]"
Philippinefails,2017-08-21 23:07,if only they cared enough to investigate the prior knowledge govt had of marawi attacks inquirerdotnet,,en,0.254118,0.03509,0.547778,0.324553,0.054272,"['sadness', 0.547778]"
Philippinefails,2017-08-21 23:04,mariaressa when will there be a senate inquiry into prior knowledge of marawi attack senateph vppilipinas,,en,0.405171,0.030495,0.15595,0.468781,0.170844,"['fear', 0.468781]"
itsmejmstan,2017-08-21 22:55,we are now accepting preorders of we are marawi shirts for only 29900 pesos,"(['MNL'], Location((14.5121499, 121.022046716, 0.0)))",en,0.067411,0.352158,0.234008,0.040966,0.038495,"['joy', 0.352158]"
