username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
ManilaMetroBN;2017-06-23 07:58;0;0;"Philippine 'Friendly Fire' Killing, Wounding Nearly 20 in Marawi Fight http://www.manilametro.com/index.php/sid/253418628 …";;;;"878039562093645825";https://twitter.com/ManilaMetroBN/status/878039562093645825
PhilDefNews;2017-06-23 07:55;0;0;"Excellent pictures of the BRP Davao loaded with Relief Goods for Marawi refugees. https://www.facebook.com/philippinenavy/posts/10154847404237956 …";;;;"878038769487683585";https://twitter.com/PhilDefNews/status/878038769487683585
SophieQin_;2017-06-23 07:55;19;2;"ADF's war against ISIS getting close to home: RAAF commits two P-3 Orions to support the Philippine govt in Marawi http://www.smh.com.au/federal-politics/political-news/raaf-spy-planes-to-join-fight-against-islamic-state-in-the-philippines-20170622-gwwl2l.html …";;;;"878038667486388225";https://twitter.com/SophieQin_/status/878038667486388225
PhilDefNews;2017-06-23 07:54;0;1;"The Philippine Marines bringing Relief Goods to the Refugees in Marawi. https://www.facebook.com/philippinenavy/posts/10154847432902956 …";;;;"878038429090500608";https://twitter.com/PhilDefNews/status/878038429090500608
MyRizalPH;2017-06-23 07:53;1;0;"Sa mga supporters ng Maute, AYAN! Are you surprised that Mautes got ur friends & family killed, destroyed # Marawi? LOOK! ISIS bombed mosque https://twitter.com/abc/status/878031395955785728 …";;;#;"878038250589372416";https://twitter.com/MyRizalPH/status/878038250589372416
maylene_b;2017-06-23 07:53;0;0;"Ikaw ang isusunod ko sa MARAWI ng ika'y mamatay na";;;;"878038239755423745";https://twitter.com/maylene_b/status/878038239755423745
PhilDefNews;2017-06-23 07:53;2;1;"Australia is sending its P-3C Orion aircraft to help the AFP fight the war in Marawi https://www.theguardian.com/world/2017/jun/23/australian-p-3-orion-planes-to-help-fight-islamic-state-affiliated-groups-in-philippines …";;;;"878038148944502786";https://twitter.com/PhilDefNews/status/878038148944502786
msnph;2017-06-23 07:50;0;0;"P10 billion for Bangon Marawi fund to come from PAGCOR http://aka.ms/q81bh6 pic.twitter.com/Y9SXpxLgna";;;;"878037606667137024";https://twitter.com/msnph/status/878037606667137024
SouthCotPNP;2017-06-23 07:49;0;0;"@ pro12pio @ PRO12ORPCRD @ rdpro12 Visit to Pvt Parba (KIA in Marawi clash) June 21, 2017- Various Gov't asst were laiddown during the visit. pic.twitter.com/ixlVCXXXPG";;@ @ @;;"878037243780186112";https://twitter.com/SouthCotPNP/status/878037243780186112
teresitatuazon1;2017-06-23 07:49;0;0;"Innocent civilians are affected. Houses destroyed Stray bullets here & there When will it stop? Oh God please let it STOP! Pray for Marawi! pic.twitter.com/86MPBqVe8L";;;;"878037170400894976";https://twitter.com/teresitatuazon1/status/878037170400894976
kenshingurl2;2017-06-23 07:49;0;0;"Cards of thanks 4 our soldiers in # Marawi # Mindanao f Mitzi Manalaysay & d Courageous Light movement in memory of Caitlin Lucas # Lakbayanipic.twitter.com/Eic1Bo11d6";;;# # #;"878037159957020673";https://twitter.com/kenshingurl2/status/878037159957020673
ThePreciousMama;2017-06-23 07:48;0;2;"Just in case everyone forgot, this was still going on: ISIS fighters face obliteration in Philippines https://www.express.co.uk/news/world/820048/ISIS-Philippines-takeover-Marawi-jihadi-Mindanao … # PrayForMarawi";;;#;"878037049638502401";https://twitter.com/ThePreciousMama/status/878037049638502401
